OID_,UID,Xsugg,Ysugg,Type_,Unit,Walker,PassGrid,Section_,SherdNo,VesselPart,PartType,VesselType,OtherType,Thickness,Coarseness,MaxSize,Feature,Comments,FabricType,MNLN,FNEB1,EB2,LPrePal,FPal,SPal,TPal,PPalPG,Geom,Arch,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other,DDLat,DDLon,ORIG_OID
,0075-7135-S-37,710076.099999999976717,3967135.200000000186265,grid,0075-7135,59,37,S,37,R,RR,JCon,Lamboglia 2,M,F,4.100000000000000,Y,"Lamboglia 2 amphora, rim. Quite fine and fairly soft reddish yellow clay (5YR 5-6/6) with scarce small inclusions and voids.",Adriatic amphora fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.82590401,23.32556974,1
,0095-7135-V-1,710098.199999999953434,3967133.600000000093132,grid,0095-7135,29,37,V,1,B,U,U,U,M,C,2.400000000000000,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82588486,23.32581379,2
,0105-7155-S-1,710106.099999999976717,3967152.200000000186265,grid,0105-7155,28,37,S,1,Ba,BF,U,U,Tk,C,5.100000000000000,Y,Base from medium to large sized vessel,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82605073,23.32590607,3
,0115-7265-V-1,710111.300000000046566,3967265.799999999813735,grid,0115-7265,21,51,V,1,B,U,U,U,M,C,1.900000000000000,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82707301,23.32599347,4
,0125-7115-S-1,710111.099999999976717,3967121.200000000186265,grid,0115-7125,49,37,S,1,L?,U,CPot?,U,M,C,6.200000000000000,Y,Highly abraded small ovoid leg,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82577039,23.32595323,5
,0125-7255-S-2,710128.400000000023283,3967259.200000000186265,grid,0125-7255,5,51,S,2,Ba,U,U,U,M,C,5.000000000000000,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82700989,23.32618090,6
,0125-7255-S-3,710128.599999999976717,3967257.600000000093132,grid,0125-7255,5,51,S,3,R,U,U,U,M,C,4.800000000000000,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82699543,23.32618269,7
,0125-7255-S-4,710124.500000000000000,3967251.899999999906868,grid,0125-7255,5,51,S,4,R?,U,U,U,M,C,2.700000000000000,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82694496,23.32613583,8
,0125-7255-S-5,710126.300000000046566,3967259.200000000186265,grid,0125-7255,5,51,S,5,B,U,U,U,M,C,4.700000000000000,Y,Perhaps one or more raised plastic bands?,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82701034,23.32615767,9
,0125-7255-V-1,710120.900000000023283,3967251.899999999906868,grid,0125-7255,5,51,V,1,H,U,U,U,Tk,C,6.400000000000000,Y,"Rounded ovoid in section. Fine sand temper with white chert and shale inclusions, close in appearance to Kytheran SAT but not?",OUT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82694573,23.32609601,10
,0125-7255-V-2,710129.199999999953434,3967250.399999999906868,grid,0125-7255,101,51,V,2,B,U,U,U,M,C,2.100000000000000,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82693044,23.32618743,11
,0125-7255-V-3,710120.199999999953434,3967257.399999999906868,grid,0125-7255,5,51,V,3,R,U,U,U,M,C,3.000000000000000,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82699543,23.32608971,12
,0125-7255-V-4,710127.199999999953434,3967255.700000000186265,grid,0125-7255,5,51,V,4,B,U,U,U,M,C,2.000000000000000,N,Fine sand temper with white chert and shale inclusions,OUT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82697862,23.32616670,13
,0125-7255-V-5,710120.800000000046566,3967254.000000000000000,grid,0125-7255,5,51,V,5,B,U,U,U,M,C,1.800000000000000,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82696467,23.32609546,14
,0125-7255-V-6,710122.300000000046566,3967251.000000000000000,grid,0125-7255,5,51,V,6,B,U,U,U,M,C,1.400000000000000,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82693733,23.32611126,15
,0125-7255-V-7,710128.900000000023283,3967258.399999999906868,grid,0125-7255,101,51,V,7,B,U,U,U,M,C,3.000000000000000,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82700258,23.32618622,16
,0125-7255-V-8,710125.900000000023283,3967259.899999999906868,grid,0125-7255,5,51,V,8,H,U,U,U,M,C,5.500000000000000,Y,Round in section,SAT(d?),0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82701673,23.32615342,17
,0135-7265-V-1,710132.599999999976717,3967268.899999999906868,grid,0135-7265,14,51,V,1,R,U,U,U,M,C,4.000000000000000,Y,Slipped and burnished; like Kytheran chert fabric,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82709638,23.32622991,18
,10000-2-1-95-1,706780.900000000023283,3971487.600000000093132,tract,10000,2,1,95,1,H,U,U,U,M,C,6.000000000000000,Y,Ovoid section,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86581472,23.29024543,19
,10000-60-1-65-1,706806.400000000023283,3971445.200000000186265,tract,10000,60,1,65,1,B,U,JCon,LRA 2?,M,M,5.200000000000000,Y,LRA 2? fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86542736,23.29051666,20
,10001-2-1-15-1,706757.000000000000000,3971488.700000000186265,tract,10001,2,1,15,1,R,U,CPot,Vroom CW2A,M,F,5.700000000000000,Y,Black glaze on exterior and interior,Micaceous Siphnian cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.86582967,23.28998120,21
,10001-2-1-15-2,706750.800000000046566,3971487.799999999813735,tract,10001,2,1,15,2,Ba,U,U,U,M,M,3.300000000000000,Y,Interior glaze; exterior blackened,Micaceous cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.86582287,23.28991234,22
,10001-2-1-45-1,706720.800000000046566,3971487.399999999906868,tract,10001,2,1,45,1,R,U,CPot,Casserole,M,C,6.500000000000000,Y,"Cooking ware; rim lip folds outwards. Quartz/calcite, mudstone and mica.",OUT(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,35.86582560,23.28958020,23
,10001-2-1-45-2,706720.599999999976717,3971488.299999999813735,tract,10001,2,1,45,2,H,HV,JCon,U,M,C,5.500000000000000,Y,Pushed through handle of ?jug,MUT,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86583375,23.28957823,24
,10001-2-1-85-1,706666.199999999953434,3971488.000000000000000,tract,10001,2,1,85,1,B,U,JCon,LRA 2?,M,M,3.400000000000000,Y,LRA 2? fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86584253,23.28897606,25
,10001-2-1-85-2,706669.300000000046566,3971487.200000000186265,tract,10001,2,1,85,2,B,U,JCon,LRA 2?,M,M,2.600000000000000,Y,LRA 2? fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86583467,23.28901016,26
,10001-2-1-95-1,706658.400000000023283,3971488.299999999813735,tract,10001,2,1,95,1,H,U,U,U,M,C,3.100000000000000,Y,Ovoid small handle,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86584688,23.28888981,27
,10001-42-1-25-1,706747.000000000000000,3971430.600000000093132,tract,10001,42,1,25,1,H,HV,JCon,Amphora,M,M,4.600000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,35.86530837,23.28985545,28
,10001-44-1-5-1,706766.599999999976717,3971459.100000000093132,tract,10001,44,1,5,1,H,HH,U,U,M,C,7.400000000000000,Y,Horizontal handle from a medium- to largesized vessel.(Petrography Sample ASP 173).,MIC,0,0,70,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86556098,23.29007977,29
,10001-44-1-5-2,706765.599999999976717,3971459.299999999813735,tract,10001,44,1,5,2,H,U,U,U,M,C,4.600000000000000,Y,Mottled firing; round in section,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86556300,23.29006875,30
,10001-44-1-5-3,706764.500000000000000,3971458.899999999906868,tract,10001,44,1,5,3,B,U,JCon,LRA 1?,M,F,5.700000000000000,Y,LRA 1? Wide horizontal ridges/ribbing on exterior,LRA 1 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86555962,23.29005648,31
,10001-48-1-15-1,706749.400000000023283,3971473.899999999906868,tract,10001,48,1,15,1,B,U,U,U,Tn,M,4.100000000000000,Y,Carinated fragment. Coarseware. Orange fine fabric (some calcite inclusions).,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.86569794,23.28989324,32
,10001-48-1-15-2,706748.400000000023283,3971473.700000000186265,tract,10001,48,1,15,2,B,U,LOpe,Quercia RS,Tn,F,4.100000000000000,Y,Regional RS; Red slip interior and exterior; exterior incised lines. Pink fine fabric.,RS pink fine fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86569635,23.28988212,33
,10001-48-1-15-3,706752.300000000046566,3971474.100000000093132,tract,10001,48,1,15,3,Ba,U,JCon,LRA 2,M,M,4.800000000000000,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86569914,23.28992539,34
,10001-48-1-45-1,706682.699999999953434,3971474.799999999813735,tract,10001,48,1,45,1,H,HH,Pith,U,Tk,C,10.100000000000000,Y,Ovoid thick strap pushed through handle; pithos?,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86572013,23.28915526,35
,10001-48-1-45-2,706693.800000000046566,3971474.799999999813735,tract,10001,48,1,45,2,H,HH,U,U,M,M,5.000000000000000,Y,Round in section; medium sized vessel,CAL(b-c?),0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86571779,23.28927811,36
,10001-48-1-45-3,706694.300000000046566,3971473.700000000186265,tract,10001,48,1,45,3,H,U,JCon,Amphora,M,F,6.700000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.86570777,23.28928336,37
,10001-60-1-15-1,706757.800000000046566,3971444.500000000000000,tract,10001,60,1,15,1,B,U,U,U,Tn,M,5.000000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,0,0,0,0,0,50,35.86543131,23.28997859,38
,10001-60-1-15-2,706753.000000000000000,3971445.600000000093132,tract,10001,60,1,15,2,B,Sho,JCon,Amphora,M,F,7.900000000000000,Y,Shoulder fragment. Neck joining body and rim?,,0,0,0,0,0,0,0,0,0,0,0,0,35,35,30,0,0,0,0,0,0,0,35.86544223,23.28992575,39
,10001-60-1-25-1,706747.099999999976717,3971444.899999999906868,tract,10001,60,1,25,1,H,HV,JCon,LRA 2?,M,M,11.000000000000000,Y,LRA 2? Attached to body; 4cm thick handle,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86543717,23.28986027,40
,10001-60-1-5-1,706766.300000000046566,3971444.700000000186265,tract,10001,60,1,5,1,B,U,JCon,LRA,Tn,F,3.400000000000000,Y,LRA; wide horizontal ridges/ribbing on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86543132,23.29007272,41
,10001-60-1-5-2,706772.300000000046566,3971445.200000000186265,tract,10001,60,1,5,2,B,U,JCon,LRA 2?,M,F,4.200000000000000,Y,LRA 2? finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86543456,23.29013925,42
,10001-60-1-5-3,706761.900000000023283,3971445.500000000000000,tract,10001,60,1,5,3,B,U,JCon,LRA 1?,M,F,4.500000000000000,Y,LRA 1? finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86543945,23.29002423,43
,10002-2-1-25-1,706774.800000000046566,3971414.899999999906868,tract,10002,2,1,25,1,R,U,CPot,Vroom CW2A,M,M,3.600000000000000,Y,Slipped/polished interior; exterior begins combing and black slip,Micaceous Siphnian cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.86516106,23.29015906,44
,10002-2-1-35-1,706780.500000000000000,3971414.000000000000000,tract,10002,2,1,35,1,R,RR,JCon,Amphora,Tk,M,7.200000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86515175,23.29022192,45
,10002-44-1-5-1,706768.199999999953434,3971379.000000000000000,tract,10002,44,1,5,1,B,U,JCon,LRA,M,M,3.500000000000000,Y,LRA; finely ridged on exterior,LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86483903,23.29007671,46
,10002-44-1-5-2,706766.199999999953434,3971379.799999999813735,tract,10002,44,1,5,2,B,U,JCon,LRA 1,M,M,2.700000000000000,Y,LRA 1; finely ridged on exterior. Pink fine fabric.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86484666,23.29005478,47
,10002-44-1-5-3,706771.199999999953434,3971379.899999999906868,tract,10002,44,1,5,3,R,U,CPot,U,Tn,M,4.100000000000000,Y,"Cooking ware; Groove on top; lip for cover? Quartz/calcite, mudstone and mica.",OUT(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,35.86484650,23.29011014,48
,10002-44-1-5-4,706767.199999999953434,3971379.399999999906868,tract,10002,44,1,5,4,H,U,LOpe,Quercia RS,M,F,4.800000000000000,Y,Regional RS; Wide horizontal ridges/ribbing on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86484284,23.29006574,49
,10002-44-1-75-1,706818.000000000000000,3971378.200000000186265,tract,10002,44,1,75,1,B,U,JCon,LRA 2,M,M,4.600000000000000,Y,LRA 2; finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86482131,23.29062767,50
,10002-44-2-25-1,706781.199999999953434,3971379.799999999813735,tract,10002,44,2,25,1,B,U,JCon,LRA 2?,M,M,6.200000000000000,Y,LRA 2?; finely ridged on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86484349,23.29022079,51
,10002-48-1-35-1,706785.400000000023283,3971397.399999999906868,tract,10002,48,1,35,1,B,U,JCon,LRA 2?,M,M,4.000000000000000,Y,LRA 2? finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86500116,23.29027184,52
,10002-48-1-35-2,706784.300000000046566,3971397.200000000186265,tract,10002,48,1,35,2,B,U,JCon,LRA 3,M,F,7.000000000000000,Y,LRA 3 Wide horizontal ridges/ribbing on exterior,LRA 3 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86499959,23.29025962,53
,10002-48-1-35-3,706786.699999999953434,3971397.799999999813735,tract,10002,48,1,35,3,H,HV,JCon,LRA 2?,M,F,10.199999999999999,Y,LRA 2?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86500449,23.29028633,54
,10002-48-1-5-1,706762.300000000046566,3971396.799999999813735,tract,10002,48,1,5,1,B,U,LOpe?,Quercia RS,M,F,2.900000000000000,Y,Regional Sigillata; Unknown part. Red slip on interior,RS pink fine fabric,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,35.86500063,23.29001602,55
,10002-48-1-5-2,706765.900000000023283,3971395.899999999906868,tract,10002,48,1,5,2,B,U,JCon,LRA?,Tk,F,3.700000000000000,Y,LRA? Wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86499177,23.29005563,56
,10002-48-1-5-3,706764.900000000023283,3971396.000000000000000,tract,10002,48,1,5,3,R,U,U,Lid,M,F,5.200000000000000,Y,"Coarseware. Medium fine coarseware fabric (some calcite, clay 5 yr 6/8).",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.86499288,23.29004459,57
,10002-48-1-5-4,706766.300000000046566,3971396.299999999813735,tract,10002,48,1,5,4,B,U,JCon,LRA?,Tn,F,5.100000000000000,Y,LRA? Ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86499529,23.29006017,58
,10004-44-1-95-1,706727.800000000046566,3971253.799999999813735,tract,10004,44,1,95,1,B,U,LOpe,Vroom CW18C,M,F,3.800000000000000,Y,Interior glaze,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.86371964,23.28959712,59
,10004-48-1-95-1,706725.800000000046566,3971285.799999999813735,tract,10004,48,1,95,1,B,U,JCon,LRA 1,M,F,4.800000000000000,Y,LRA 1; Wide horizontal ridges/ribbing on exterior (very shallow),LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86400835,23.28958328,60
,10004-48-1-95-2,706725.300000000046566,3971285.299999999813735,tract,10004,48,1,95,2,B,U,JCon,Amphora,M,M,4.600000000000000,Y,Wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86400395,23.28957761,61
,10005-48-1-5-1,706714.800000000046566,3971285.799999999813735,tract,10005,48,1,5,1,B,U,JCon,LRA 2,M,F,3.300000000000000,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86401067,23.28946153,62
,10005-48-1-5-2,706713.599999999976717,3971284.700000000186265,tract,10005,48,1,5,2,B,U,JCon,LRA 2,M,F,3.600000000000000,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86400101,23.28944797,63
,10005-48-1-5-3,706719.900000000023283,3971286.299999999813735,tract,10005,48,1,5,3,B,U,JCon,LRA 2,M,F,2.300000000000000,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86401410,23.28951811,64
,10005-48-1-5-4,706714.800000000046566,3971285.399999999906868,tract,10005,48,1,5,4,B,U,JCon,LRA 2,M,M,4.500000000000000,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86400706,23.28946143,65
,10005-48-1-5-5,706717.500000000000000,3971284.600000000093132,tract,10005,48,1,5,5,Ba?,U,U,U,M,F,3.200000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86399929,23.28949111,66
,10005-60-1-65-1,706661.199999999953434,3971270.000000000000000,tract,10005,60,1,65,1,B,U,JCon,Amphora,M,F,8.600000000000000,Y,Wide horizontal ridges/ribbing on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,35.86387964,23.28886422,67
,10005-60-1-65-2,706662.699999999953434,3971269.799999999813735,tract,10005,60,1,65,2,B,U,JCon,Amphora,M,F,6.800000000000000,Y,Shallow grooves on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,35.86387752,23.28888077,68
,10011-2-1-85-1,706682.099999999976717,3971211.000000000000000,tract,10011,2,1,85,1,H,HV,JCon,Amphora,M,F,5.400000000000000,Y,,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86334370,23.28908024,69
,10011-2-1-95-1,706697.400000000023283,3971210.500000000000000,tract,10011,2,1,95,1,B,Sho,JCon,LRA,M,F,5.300000000000000,Y,LRA; wide horizontal shallow ridges/grooves on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86333597,23.28924944,70
,10011-2-1-95-2,706694.099999999976717,3971210.500000000000000,tract,10011,2,1,95,2,Ba,U,U,U,M,M,4.500000000000000,Y,Coarseware,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70,35.86333666,23.28921292,71
,10011-60-1-65-1,706659.300000000046566,3971224.799999999813735,tract,10011,60,1,65,1,B,U,JCon,LRA 2,M,F,3.200000000000000,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86347283,23.28883148,72
,10011-60-1-65-2,706668.000000000000000,3971224.200000000186265,tract,10011,60,1,65,2,H,HV,JCon,LRA 1-2?,M,M,6.300000000000000,Y,LRA 1-2?,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86346559,23.28892761,73
,10011-60-1-65-3,706662.099999999976717,3971223.399999999906868,tract,10011,60,1,65,3,H,HV,JCon,Jug,M,F,8.800000000000001,Y,Groove down middle,,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,35.86345963,23.28886210,74
,10011-60-1-75-1,706669.800000000046566,3971223.600000000093132,tract,10011,60,1,75,1,H,HV,JCon,LRA 2?,M,F,5.500000000000000,Y,LRA 2?,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86345981,23.28894738,75
,10012-2-1-15-1,706720.300000000046566,3971210.100000000093132,tract,10012,2,1,15,1,B,U,JCon,LRA 2?,M,M,4.100000000000000,Y,LRA 2? finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86332753,23.28950278,76
,10012-2-1-15-2,706713.900000000023283,3971209.500000000000000,tract,10012,2,1,15,2,R,U,JCon,LRA 1-2?,Tk,M,4.900000000000000,Y,LRA 1-2?; Rounded top,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86332348,23.28943180,77
,10012-2-1-15-3,706720.400000000023283,3971210.200000000186265,tract,10012,2,1,15,3,H,HV,JCon,LRA 1-2?,M,F,8.699999999999999,Y,LRA 1-2?,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86332841,23.28950391,78
,10012-2-1-25-1,706729.900000000023283,3971209.399999999906868,tract,10012,2,1,25,1,B,U,JCon,LRA 2?,M,F,3.100000000000000,Y,LRA 2?; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86331920,23.28960885,79
,10012-2-1-25-2,706722.900000000023283,3971209.399999999906868,tract,10012,2,1,25,2,Ba,BF,Clo,U,M,M,5.000000000000000,Y,Coarseware; Flat bottomed,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.86332068,23.28953138,80
,10012-2-1-45-1,706746.300000000046566,3971209.500000000000000,tract,10012,2,1,45,1,B,U,JCon,LRA 2,M,M,7.700000000000000,Y,LRA 2; finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86331664,23.28979038,81
,10012-42-1-55-1,706761.900000000023283,3971181.500000000000000,tract,10012,42,1,55,1,H,HV,JCon,LRA 1?,M,M,8.100000000000000,Y,LRA 1?; Attached to body; fluting,LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86306110,23.28995577,82
,10012-44-1-5-1,706707.099999999976717,3971238.899999999906868,tract,10012,44,1,5,1,B,U,JCon,LRA 2,M,M,4.500000000000000,Y,LRA 2; exterior combing,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86358977,23.28936416,83
,10012-44-1-5-2,706710.099999999976717,3971239.600000000093132,tract,10012,44,1,5,2,B,U,U,U,Tn,F,4.100000000000000,Y,Wide horizontal ridges/ribbing on exterior; neck? Micaceous fabric,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,35.86359545,23.28939754,84
,10012-44-1-5-3,706703.199999999953434,3971238.799999999813735,tract,10012,44,1,5,3,H?,U,CPot,U,M,M,5.000000000000000,Y,Cooking ware,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,35.86358970,23.28932097,85
,10012-44-1-85-1,706792.800000000046566,3971238.500000000000000,tract,10012,44,1,85,1,R,U,LOpe,PRS 10C,M,F,10.400000000000000,Y,"Bowl, rim. PRS ware, form 10B-C. D. 28 cm, H. 2.5 cm. Very fine and soft fabric (2.5YR 6/6), scarce amount of small white and yellow inclusions. A thin red slip is partially present on the surface.",PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86356808,23.29031253,86
,10012-48-1-45-1,706743.199999999953434,3971194.899999999906868,tract,10012,48,1,45,1,B,U,JCon,LRA 2,M,M,4.800000000000000,Y,LRA 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86318576,23.28975229,87
,10012-48-1-45-2,706749.900000000023283,3971196.100000000093132,tract,10012,48,1,45,2,B,U,JCon,LRA 2,M,M,4.200000000000000,Y,LRA 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86319516,23.28982675,88
,10012-48-1-45-3,706746.199999999953434,3971196.799999999813735,tract,10012,48,1,45,3,B,U,JCon,LRA 2,M,F,3.300000000000000,Y,LRA 2;Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86320225,23.28978598,89
