OID_,UID,Xsugg,Ysugg,Type_,Unit,Walker,PassGrid,Section_,SherdNo,VesselPart,PartType,VesselType,OtherType,Thickness,Coarseness,MaxSize,Feature,Comments,FabricType,MNLN,FNEB1,EB2,LPrePal,FPal,SPal,TPal,PPalPG,Geom,Arch,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other,DDLat,DDLon,ORIG_OID
,7965-2155-S-1,707969.099999999976717,3972150.700000000186265,grid,7965-2155,59,28,S,1,R,U,SOpe,Conical Cup?,Tn,F,3.700000000000000,Y,Rim diameter 9 cm and red paint on interior; possible conical cup,FIN,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87153693,23.30356905,9347
,7965-2155-S-2,707967.000000000000000,3972153.100000000093132,grid,7965-2155,59,28,S,2,R,U,LOpe,Sauceboat?,M,M,6.000000000000000,Y,Rim diameter 25 cm. Probable sauceboat?,SAT,0,0,80,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87155900,23.30354643,9348
,7965-2155-S-3,707965.500000000000000,3972158.700000000186265,grid,7965-2155,59,28,S,3,Ba,BF,SOpe,U,Tn,M,3.400000000000000,Y,"Small rounded bulge around ext base; base diameter 6 cm (possible tumbler). Silty clay with red argillaceous fragments, small chert and mudstone grains and carbonates.",OUT(15?),0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87160977,23.30353129,9349
,7965-2155-S-4,707969.900000000023283,3972151.899999999906868,grid,7965-2155,59,28,S,4,Ba,BF,SOpe?,U,Tn,M,3.300000000000000,Y,Very flaring shape with small base,FIN,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35.87154757,23.30357822,9350
,7965-2155-S-5,707966.599999999976717,3972153.500000000000000,grid,7965-2155,59,28,S,5,Ba,BF,SOpe,U,Tn,M,4.200000000000000,Y,Base diameter 4 cm; possible tumbler?,FIN,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87156269,23.30354211,9351
,7965-2155-S-6,707968.500000000000000,3972157.700000000186265,grid,7965-2155,59,28,S,6,Ba,BF,U,U,Tk,C,7.500000000000000,Y,Base diameter 11 cm; addition of clay roughly or some sort of incised marks around base?,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87160012,23.30356424,9352
,7965-2155-S-7,707963.699999999953434,3972151.299999999813735,grid,7965-2155,59,28,S,7,L,U,CPot,U,M,C,5.200000000000000,Y,Medium ovoid leg,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87154349,23.30350944,9353
,7965-2155-V-1,707969.500000000000000,3972152.000000000000000,grid,7965-2155,59,28,V,1,B,U,U,U,Tk,C,7.200000000000000,Y,"Plastic impressed band on exterior. Coarse, grainy matrix.",SAT(a-b?),0,0,10,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87154856,23.30357382,9354
,7965-2155-V-10,707969.199999999953434,3972153.799999999813735,grid,7965-2155,59,28,V,10,B,U,U,U,M,C,5.600000000000000,N,,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87156484,23.30357097,9355
,7965-2155-V-11,707966.000000000000000,3972159.600000000093132,grid,7965-2155,59,28,V,11,R,U,SOpe?,U,Tn,F,2.100000000000000,Y,,FIN,0,0,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35.87161777,23.30353706,9356
,7965-2155-V-12,707965.800000000046566,3972157.799999999813735,grid,7965-2155,59,28,V,12,R,U,SOpe?,U,Tn,F,1.800000000000000,Y,,FIN,0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87160160,23.30353438,9357
,7965-2155-V-13,707960.000000000000000,3972150.100000000093132,grid,7965-2155,59,28,V,13,B,U,U,U,M,C,2.700000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87153346,23.30346817,9358
,7965-2155-V-14,707966.500000000000000,3972150.700000000186265,grid,7965-2155,59,28,V,14,B,U,U,U,M,C,3.200000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87153749,23.30354027,9359
,7965-2155-V-15,707967.699999999953434,3972150.500000000000000,grid,7965-2155,59,28,V,15,B,U,U,U,M,C,5.000000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87153543,23.30355350,9360
,7965-2155-V-16,707965.699999999953434,3972151.399999999906868,grid,7965-2155,59,28,V,16,B,U,U,U,M,C,3.300000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87154396,23.30353160,9361
,7965-2155-V-2,707968.500000000000000,3972151.200000000186265,grid,7965-2155,59,28,V,2,B,U,U,U,M,M,5.000000000000000,Y,Plastic rope band (ASP PB3b) on exterior,GRO,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87154157,23.30356254,9362
,7965-2155-V-22,707966.500000000000000,3972154.100000000093132,grid,7965-2155,59,28,V,22,B,U,U,U,M,C,4.400000000000000,N,Orange fired,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87156812,23.30354116,9363
,7965-2155-V-23,707964.699999999953434,3972151.299999999813735,grid,7965-2155,59,28,V,23,B,U,U,U,M,C,2.400000000000000,N,Orange fired,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87154327,23.30352051,9364
,7965-2155-V-24,707969.099999999976717,3972158.899999999906868,grid,7965-2155,59,28,V,24,B,U,U,U,M,C,4.200000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87161081,23.30357119,9365
,7965-2155-V-25,707966.199999999953434,3972152.700000000186265,grid,7965-2155,59,28,V,25,B,U,U,U,M,C,4.500000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87155557,23.30353748,9366
,7965-2155-V-26,707967.000000000000000,3972155.700000000186265,grid,7965-2155,59,28,V,26,B,U,U,U,M,C,4.000000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87158242,23.30354711,9367
,7965-2155-V-27,707961.400000000023283,3972153.200000000186265,grid,7965-2155,59,28,V,27,B,U,U,U,M,C,2.400000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87156109,23.30348448,9368
,7965-2155-V-28,707968.599999999976717,3972154.500000000000000,grid,7965-2155,59,28,V,28,B,U,U,U,M,C,2.200000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87157127,23.30356451,9369
,7965-2155-V-29,707963.300000000046566,3972157.500000000000000,grid,7965-2155,59,28,V,29,B,U,U,U,M,C,1.900000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87159943,23.30350663,9370
,7965-2155-V-3,707964.000000000000000,3972151.500000000000000,grid,7965-2155,59,28,V,3,R,U,JOpe,Bridge-spouted Jar?,M,M,5.400000000000000,Y,Like KIP JT11A? Bridge spouted jar?,SAT(c?),0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87154522,23.30351281,9371
,7965-2155-V-30,707961.800000000046566,3972159.700000000186265,grid,7965-2155,59,28,V,30,B,U,U,U,M,C,3.500000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87161956,23.30349060,9372
,7965-2155-V-31,707963.400000000023283,3972152.700000000186265,grid,7965-2155,59,28,V,31,B,U,U,U,M,C,1.500000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87155616,23.30350648,9373
,7965-2155-V-32,707964.599999999976717,3972157.399999999906868,grid,7965-2155,59,28,V,32,B,U,U,U,Tk,C,3.500000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87159825,23.30352099,9374
,7965-2155-V-33,707963.699999999953434,3972155.500000000000000,grid,7965-2155,59,28,V,33,B,U,U,U,M,C,1.600000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87158132,23.30351053,9375
,7965-2155-V-34,707960.699999999953434,3972153.600000000093132,grid,7965-2155,59,28,V,34,B,U,U,U,M,C,1.700000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87156484,23.30347683,9376
,7965-2155-V-35,707968.500000000000000,3972152.700000000186265,grid,7965-2155,59,28,V,35,B,U,U,U,M,C,2.400000000000000,N,,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87155508,23.30356293,9377
,7965-2155-V-36,707966.500000000000000,3972158.899999999906868,grid,7965-2155,59,28,V,36,B,U,U,U,M,C,3.700000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87161136,23.30354241,9378
,7965-2155-V-37,707969.199999999953434,3972158.399999999906868,grid,7965-2155,59,28,V,37,B,U,U,U,M,C,1.500000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87160628,23.30357217,9379
,7965-2155-V-38,707963.099999999976717,3972158.500000000000000,grid,7965-2155,59,28,V,38,B,U,U,U,M,C,1.700000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87160848,23.30350468,9380
,7965-2155-V-39,707965.300000000046566,3972154.100000000093132,grid,7965-2155,59,28,V,39,B,U,U,U,M,C,3.300000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87156837,23.30352788,9381
,7965-2155-V-4,707964.599999999976717,3972152.899999999906868,grid,7965-2155,59,28,V,4,Ba,BF,SOpe?,U,M,M,2.700000000000000,Y,,FIN,0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87155771,23.30351982,9382
,7965-2155-V-40,707963.199999999953434,3972157.399999999906868,grid,7965-2155,59,28,V,40,B,U,U,U,M,C,2.900000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87159855,23.30350550,9383
,7965-2155-V-41,707963.400000000023283,3972155.600000000093132,grid,7965-2155,59,28,V,41,B,U,U,U,M,C,2.200000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87158229,23.30350724,9384
,7965-2155-V-42,707964.500000000000000,3972156.799999999813735,grid,7965-2155,59,28,V,42,B,U,U,U,M,C,2.200000000000000,N,,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87159286,23.30351973,9385
,7965-2155-V-43,707966.300000000046566,3972153.899999999906868,grid,7965-2155,59,28,V,43,B,U,U,U,M,C,2.400000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87156636,23.30353890,9386
,7965-2155-V-44,707961.300000000046566,3972159.500000000000000,grid,7965-2155,59,28,V,44,B,U,U,U,M,C,2.100000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87161787,23.30348501,9387
,7965-2155-V-5,707963.099999999976717,3972156.500000000000000,grid,7965-2155,59,28,V,5,Ba,BF,SOpe?,U,Tn,F,1.700000000000000,Y,,FIN,0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87159046,23.30350415,9388
,7965-2155-V-6,707968.599999999976717,3972159.899999999906868,grid,7965-2155,59,28,V,6,R,U,SOpe,U,Tn,F,2.200000000000000,Y,,FIN,0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87161992,23.30356592,9389
,7965-2155-V-7,707961.300000000046566,3972157.700000000186265,grid,7965-2155,59,28,V,7,R,U,SOpe,Conical Cup?,Tn,F,3.200000000000000,Y,Possible conical cup; rim diameter c. 9,FIN,0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87160165,23.30348454,9390
,7965-2155-V-8,707964.800000000046566,3972151.500000000000000,grid,7965-2155,59,28,V,8,R,U,SOpe,Conical Cup?,Tn,F,3.700000000000000,Y,Possible conical cup; rim diameter c. 9,FIN,0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87154505,23.30352167,9391
,7965-2155-V-9,707962.699999999953434,3972157.799999999813735,grid,7965-2155,59,28,V,9,B,U,SOpe,U,Tn,F,2.200000000000000,Y,Black slip on interior,FIN,0,0,0,10,40,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87160226,23.30350007,9392
,7965-2165-V-3,707963.000000000000000,3972161.799999999813735,grid,7965-2165,69,28,V,3,B,U,U,U,M,C,2.100000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87163823,23.30350443,9393
,7965-2165-V-4,707968.000000000000000,3972167.000000000000000,grid,7965-2165,69,28,V,4,B,U,U,U,M,C,1.400000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87168401,23.30356113,9394
,7965-2175-V-2,707967.400000000023283,3972174.000000000000000,grid,7965-2175,29,28,V,2,B,U,U,U,M,C,1.800000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87174720,23.30355631,9395
,7965-2175-V-3,707961.900000000023283,3972170.700000000186265,grid,7965-2175,29,28,V,3,B,U,U,U,M,C,2.600000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87171864,23.30349458,9396
,7965-2175-V-4,707960.900000000023283,3972175.100000000093132,grid,7965-2175,29,28,V,4,B,U,U,U,M,C,2.800000000000000,N,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87175849,23.30348466,9397
,7965-3415-S-1,707967.800000000046566,3973414.399999999906868,grid,7965-3415,35,10,S,1,Ba?,U,U,U,M,C,3.100000000000000,Y,,MUT(b-c?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.88292166,23.30388445,9398
,7965-3415-V-5,707965.000000000000000,3973411.600000000093132,grid,7965-3415,35,10,V,5,B,U,U,U,M,C,2.400000000000000,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.88289703,23.30385273,9399
,7965-3415-V-6,707967.900000000023283,3973413.799999999813735,grid,7965-3415,35,10,V,6,B,U,U,U,M,C,1.300000000000000,N,,SAT?,0,15,15,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35.88291623,23.30388541,9400
,7965-3415-V-7,707962.800000000046566,3973410.500000000000000,grid,7965-3415,35,10,V,7,B,U,U,U,M,C,1.400000000000000,N,,SAT?,0,15,15,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35.88288758,23.30382809,9401
,7965-3425-V-1,707960.900000000023283,3973428.000000000000000,grid,7965-3425,48,10,V,1,H,HV,U,U,M,C,5.100000000000000,Y,Thin ovoid strap handle to jug; differentially tempered,MUT?,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35.88304564,23.30381162,9402
,7965-3425-V-2,707962.099999999976717,3973423.100000000093132,grid,7965-3425,48,10,V,2,B,U,U,U,M,C,1.500000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.88300124,23.30382363,9403
,7965-3435-S-1,707962.300000000046566,3973437.399999999906868,grid,7965-3435,45,10,S,1,H,HH,Pith?,U,Tk,C,8.199999999999999,Y,Differentially tempered,MUT(b-c?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.88313003,23.30382957,9404
,7965-3435-V-3,707963.699999999953434,3973434.899999999906868,grid,7965-3435,45,10,V,3,H,U,U,U,M,C,2.600000000000000,Y,"Ovoid section handle from medium sized vessel. Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.88310721,23.30384442,9405
,7975-2165-V-1,707971.099999999976717,3972162.399999999906868,grid,7975-2165,60,28,V,1,B,U,U,U,M,C,2.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87164191,23.30359424,9406
,7975-2165-V-2,707976.800000000046566,3972165.700000000186265,grid,7975-2165,60,28,V,2,B,U,U,U,M,C,2.100000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87167043,23.30365819,9407
,7975-2175-V-1,707974.699999999953434,3972179.700000000186265,grid,7975-2175,69,28,V,1,B,U,U,U,M,C,2.000000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87179700,23.30363860,9408
,7995-2195-V-1,707996.900000000023283,3972190.200000000186265,grid,7995-2195,43,24,V,1,B,U,U,U,M,C,3.100000000000000,N,,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87188688,23.30388706,9409
,7995-2195-V-2,707995.500000000000000,3972198.600000000093132,grid,7995-2195,43,24,V,2,B,U,U,U,M,C,1.300000000000000,N,,GRO?,0,40,20,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35.87196285,23.30387376,9410
,7995-2195-V-3,707992.000000000000000,3972190.700000000186265,grid,7995-2195,43,24,V,3,B,U,U,U,M,C,2.800000000000000,N,,CAL?,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35.87189242,23.30383296,9411
,7995-2205-V-1,707999.300000000046566,3972201.200000000186265,grid,7995-2205,69,24,V,1,Ba,BF,SOpe,Hemipherical or Globular Cup,Tn,M,3.700000000000000,Y,Slightly flanged base of globular or hemispherical cup; base diameter 6 cm,FIN,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87198547,23.30391650,9412
,7995-2205-V-14,707997.099999999976717,3972210.000000000000000,grid,7995-2205,69,24,V,14,B,U,U,U,M,F,2.100000000000000,N,,FIN,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87206521,23.30389444,9413
,7995-2205-V-2,707993.300000000046566,3972202.000000000000000,grid,7995-2205,69,24,V,2,B,U,U,U,M,C,2.100000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87199395,23.30385029,9414
,7995-2205-V-3,707999.400000000023283,3972207.500000000000000,grid,7995-2205,69,24,V,3,B,U,U,U,M,C,3.100000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87204220,23.30391925,9415
,7995-2205-V-4,707995.000000000000000,3972208.899999999906868,grid,7995-2205,69,24,V,4,B,U,U,U,M,M,2.100000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87205575,23.30387091,9416
,7995-2205-V-5,707990.300000000046566,3972206.600000000093132,grid,7995-2205,69,24,V,5,B,U,U,U,M,C,1.400000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87203602,23.30381829,9417
,7995-2205-V-6,707990.699999999953434,3972202.700000000186265,grid,7995-2205,69,24,V,6,B,U,U,U,M,C,3.100000000000000,N,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87200081,23.30382170,9418
,7995-2205-V-7,707993.300000000046566,3972207.100000000093132,grid,7995-2205,69,24,V,7,B,U,U,U,M,C,1.800000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87203989,23.30385162,9419
,7995-2205-V-8,707998.099999999976717,3972209.799999999813735,grid,7995-2205,69,24,V,8,B,U,U,U,M,C,2.300000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87206320,23.30390546,9420
,7995-2205-V-9,707998.400000000023283,3972205.500000000000000,grid,7995-2205,69,24,V,9,B,U,U,U,M,C,1.900000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87202439,23.30390766,9421
,7995-2215-S-1,707991.199999999953434,3972216.700000000186265,grid,7995-2215,29,24,S,1,H,HH,U,U,Tn,M,5.000000000000000,Y,Small round in section handle from small to medium sized vessel,GRO,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87212682,23.30383089,9422
,7995-2215-V-1,707993.099999999976717,3972216.600000000093132,grid,7995-2215,29,24,V,1,Ba,BF,SOpe,Conical Cup?,M,M,3.300000000000000,Y,Base diameter 3 cm; conical cup?,FIN,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87212552,23.30385189,9423
,7995-2215-V-2,707999.800000000046566,3972219.299999999813735,grid,7995-2215,29,24,V,2,B,U,U,U,M,C,3.500000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87214842,23.30392675,9424
,7995-2215-V-3,707995.400000000023283,3972212.899999999906868,grid,7995-2215,29,24,V,3,B,U,U,U,M,C,2.900000000000000,N,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87209170,23.30387638,9425
,7995-2215-V-4,707993.599999999976717,3972212.100000000093132,grid,7995-2215,29,24,V,4,B,U,U,U,M,C,2.100000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87208487,23.30385625,9426
,7995-2215-V-5,707996.400000000023283,3972212.600000000093132,grid,7995-2215,29,24,V,5,B,U,U,U,M,C,2.100000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87208878,23.30388737,9427
,7995-2215-V-6,707996.199999999953434,3972218.500000000000000,grid,7995-2215,29,24,V,6,B,U,U,U,M,C,2.300000000000000,N,,SAT?,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35.87214198,23.30388670,9428
,7995-2215-V-7,707992.099999999976717,3972211.600000000093132,grid,7995-2215,29,24,V,7,B,U,U,U,M,M,1.700000000000000,N,,GRO?,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35.87208069,23.30383952,9429
,7995-2215-V-9,707991.500000000000000,3972210.700000000186265,grid,7995-2215,29,24,V,9,B,U,U,U,M,C,1.600000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87207271,23.30383264,9430
,7995-2225-V-1,707992.400000000023283,3972227.500000000000000,grid,7995-2225,28,24,V,1,Ba,BF,U,U,M,C,4.200000000000000,Y,Flanged base; possibly later,SAT,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35.87222386,23.30384699,9431
,7995-2225-V-2,707995.699999999953434,3972222.200000000186265,grid,7995-2225,28,24,V,2,B,U,U,U,M,C,2.300000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87217542,23.30388213,9432
,7-gg1-1,708833.500000000000000,3969649.600000000093132,grab,8835-1695,7,18,V,1,B,U,U,Vroom CW7D,M,C,4.600000000000000,N,Micaceous,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,35.84882111,23.31248170,9433
,7-gg1-2,708835.900000000023283,3969647.399999999906868,grab,8835-1705,7,18,V,2,B,U,SOpe,Vroom F9,M,F,4.200000000000000,Y,Green glaze,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,10,0,35.84880078,23.31250768,9434
,7-gg1-3,708833.099999999976717,3969647.700000000186265,grab,8835-1705,7,18,V,3,Ba,U,SOpe,U,M,F,5.600000000000000,Y,Black-glazed pyxis.  AWJ drawn,,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,35.84880408,23.31247678,9435
,7-gg1-4,708839.400000000023283,3969643.399999999906868,grab,8835-1705,7,18,V,4,R,U,SOpe,Vroom F1A,M,F,2.900000000000000,Y,Yellow glaze; F1a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,35.84876400,23.31254537,9436
,8000-14-1-45-1,709167.599999999976717,3971021.500000000000000,tract,8000,14,1,45,1,B,U,Clo,Vroom F2,Tn,F,3.500000000000000,Y,White glaze interior and exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.86110901,23.31653829,9437
,8000-2-1-15-1,709136.900000000023283,3970961.200000000186265,tract,8000,2,1,15,1,H?,U,U,U,M,M,4.000000000000000,Y,Round in section handle,GRO,0,10,20,20,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86057234,23.31618272,9438
,8000-2-1-15-2,709135.500000000000000,3970971.500000000000000,tract,8000,2,1,15,2,H,HV,JCon,Amphora,M,F,6.000000000000000,Y,Handle with  "" a pice"". clay 2.5 yr 6/8; calcite,,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,35.86066542,23.31616993,9439
,8000-2-1-65-1,709136.500000000000000,3971028.000000000000000,tract,8000,2,1,65,1,Ba,BR,LOpe,PRS,M,F,4.700000000000000,Y,LRC,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86117421,23.31619581,9440
,8000-26-1-5-1,709184.099999999976717,3970977.600000000093132,tract,8000,26,1,5,1,H?,U,JCon,LRA 2?,M,M,3.700000000000000,Y,"LRA 2? clay 2.5 yr 6/8, some calcite inclusions",LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.86071000,23.31670938,9441
,8000-26-1-5-2,709184.300000000046566,3970982.500000000000000,tract,8000,26,1,5,2,H,HV,JCon,Jug,M,F,5.300000000000000,Y,"Coarseware. clay 2.5 yr 7.4; mica, calcite",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.86075410,23.31671288,9442
